Year,Week,Age,Value
2017,24,65-69,1114.0
2017,24,70-74,1261.0
2017,24,75-79,2465.0
2017,24,80-84,2806.0
2017,24,85-89,2873.0
2017,24,90-94,2238.0
2017,24,95+,812.0
2017,24,Insgesamt,16087.0
2017,25,0-29,160.0
2017,25,30-34,65.0
2017,25,35-39,62.0
2017,25,40-44,105.0
2017,25,45-49,249.0
2017,25,50-54,428.0
2017,25,55-59,675.0
2017,25,60-64,935.0
2017,25,65-69,1186.0
2017,25,70-74,1390.0
2017,25,75-79,2504.0
2017,25,80-84,2973.0
2017,25,85-89,2931.0
2017,25,90-94,2304.0
2017,25,95+,852.0
2017,25,Insgesamt,16819.0
2017,26,0-29,153.0
2017,26,30-34,52.0
2017,26,35-39,72.0
2017,26,40-44,95.0
2017,26,45-49,194.0
2017,26,50-54,381.0
2017,26,55-59,658.0
2017,26,60-64,855.0
2017,26,65-69,1154.0
2017,26,70-74,1326.0
2017,26,75-79,2467.0
2017,26,80-84,2803.0
2017,26,85-89,2925.0
2017,26,90-94,2130.0
2017,26,95+,811.0
2017,26,Insgesamt,16076.0
2017,27,0-29,148.0
2017,27,30-34,59.0
2017,27,35-39,66.0
2017,27,40-44,99.0
2017,27,45-49,232.0
2017,27,50-54,432.0
2017,27,55-59,642.0
2017,27,60-64,854.0
2017,27,65-69,1159.0
2017,27,70-74,1377.0
2017,27,75-79,2436.0
2017,27,80-84,2938.0
2017,27,85-89,3022.0
2017,27,90-94,2140.0
2017,27,95+,820.0
2017,27,Insgesamt,16424.0
2017,28,0-29,138.0
2017,28,30-34,50.0
2017,28,35-39,58.0
2017,28,40-44,98.0
2017,28,45-49,207.0
2017,28,50-54,427.0
2017,28,55-59,609.0
2017,28,60-64,895.0
2017,28,65-69,1126.0
2017,28,70-74,1287.0
2017,28,75-79,2369.0
2017,28,80-84,2761.0
2017,28,85-89,2807.0
2017,28,90-94,1975.0
2017,28,95+,796.0
2017,28,Insgesamt,15603.0
2017,29,0-29,130.0
2017,29,30-34,43.0
2017,29,35-39,67.0
2017,29,40-44,98.0
2017,29,45-49,206.0
2017,29,50-54,405.0
2017,29,55-59,689.0
2017,29,60-64,893.0
2017,29,65-69,1222.0
2017,29,70-74,1386.0
2017,29,75-79,2536.0
2017,29,80-84,2894.0
2017,29,85-89,3046.0
2017,29,90-94,2087.0
2017,29,95+,887.0
2017,29,Insgesamt,16589.0
2017,30,0-29,148.0
2017,30,30-34,53.0
2017,30,35-39,64.0
2017,30,40-44,100.0
2017,30,45-49,217.0
2017,30,50-54,419.0
2017,30,55-59,659.0
2017,30,60-64,873.0
2017,30,65-69,1109.0
2017,30,70-74,1326.0
2017,30,75-79,2474.0
2017,30,80-84,2826.0
2017,30,85-89,2939.0
2017,30,90-94,2069.0
2017,30,95+,782.0
2017,30,Insgesamt,16058.0
2017,31,0-29,132.0
2017,31,30-34,62.0
2017,31,35-39,75.0
2017,31,40-44,116.0
2017,31,45-49,218.0
2017,31,50-54,427.0
2017,31,55-59,646.0
2017,31,60-64,919.0
2017,31,65-69,1187.0
2017,31,70-74,1330.0
2017,31,75-79,2491.0
2017,31,80-84,2851.0
2017,31,85-89,3023.0
2017,31,90-94,2110.0
2017,31,95+,907.0
2017,31,Insgesamt,16494.0
2017,32,0-29,155.0
2017,32,30-34,46.0
2017,32,35-39,64.0
2017,32,40-44,100.0
2017,32,45-49,226.0
2017,32,50-54,362.0
2017,32,55-59,641.0
2017,32,60-64,854.0
2017,32,65-69,1117.0
2017,32,70-74,1324.0
2017,32,75-79,2388.0
2017,32,80-84,2760.0
2017,32,85-89,2827.0
2017,32,90-94,2071.0
2017,32,95+,849.0
2017,32,Insgesamt,15784.0
2017,33,0-29,160.0
2017,33,30-34,48.0
2017,33,35-39,76.0
2017,33,40-44,110.0
2017,33,45-49,216.0
2017,33,50-54,429.0
2017,33,55-59,589.0
2017,33,60-64,913.0
2017,33,65-69,1201.0
2017,33,70-74,1330.0
2017,33,75-79,2380.0
2017,33,80-84,2867.0
2017,33,85-89,2898.0
2017,33,90-94,2065.0
2017,33,95+,866.0
2017,33,Insgesamt,16148.0
2017,34,0-29,129.0
2017,34,30-34,57.0
2017,34,35-39,61.0
2017,34,40-44,99.0
2017,34,45-49,197.0
2017,34,50-54,430.0
2017,34,55-59,619.0
2017,34,60-64,886.0
2017,34,65-69,1132.0
2017,34,70-74,1320.0
2017,34,75-79,2313.0
2017,34,80-84,2754.0
2017,34,85-89,2948.0
2017,34,90-94,2133.0
2017,34,95+,802.0
2017,34,Insgesamt,15880.0
2017,35,0-29,146.0
2017,35,30-34,40.0
2017,35,35-39,69.0
2017,35,40-44,107.0
2017,35,45-49,203.0
2017,35,50-54,406.0
2017,35,55-59,644.0
2017,35,60-64,844.0
2017,35,65-69,1141.0
2017,35,70-74,1306.0
2017,35,75-79,2329.0
2017,35,80-84,2945.0
2017,35,85-89,2953.0
2017,35,90-94,2089.0
2017,35,95+,842.0
2017,35,Insgesamt,16064.0
2017,36,0-29,127.0
2017,36,30-34,56.0
2017,36,35-39,81.0
2017,36,40-44,88.0
2017,36,45-49,216.0
2017,36,50-54,426.0
2017,36,55-59,661.0
2017,36,60-64,821.0
2017,36,65-69,1112.0
2017,36,70-74,1305.0
2017,36,75-79,2354.0
2017,36,80-84,2779.0
2017,36,85-89,2837.0
2017,36,90-94,2004.0
2017,36,95+,839.0
2017,36,Insgesamt,15706.0
2017,37,0-29,147.0
2017,37,30-34,40.0
2017,37,35-39,64.0
2017,37,40-44,103.0
2017,37,45-49,222.0
2017,37,50-54,438.0
2017,37,55-59,606.0
2017,37,60-64,817.0
2017,37,65-69,1184.0
2017,37,70-74,1352.0
2017,37,75-79,2528.0
2017,37,80-84,2870.0
2017,37,85-89,2934.0
2017,37,90-94,2059.0
2017,37,95+,782.0
2017,37,Insgesamt,16146.0
2017,38,0-29,153.0
2017,38,30-34,63.0
2017,38,35-39,79.0
2017,38,40-44,99.0
2017,38,45-49,248.0
2017,38,50-54,431.0
2017,38,55-59,591.0
2017,38,60-64,892.0
2017,38,65-69,1104.0
2017,38,70-74,1400.0
2017,38,75-79,2474.0
2017,38,80-84,2900.0
2017,38,85-89,3019.0
2017,38,90-94,2181.0
2017,38,95+,871.0
2017,38,Insgesamt,16505.0
2017,39,0-29,151.0
2017,39,30-34,47.0
2017,39,35-39,62.0
2017,39,40-44,92.0
2017,39,45-49,226.0
2017,39,50-54,383.0
2017,39,55-59,673.0
2017,39,60-64,830.0
2017,39,65-69,1135.0
2017,39,70-74,1367.0
2017,39,75-79,2542.0
2017,39,80-84,3008.0
2017,39,85-89,3096.0
2017,39,90-94,2230.0
2017,39,95+,905.0
2017,39,Insgesamt,16747.0
2017,40,0-29,125.0
2017,40,30-34,42.0
2017,40,35-39,76.0
2017,40,40-44,95.0
2017,40,45-49,234.0
2017,40,50-54,450.0
2017,40,55-59,697.0
2017,40,60-64,857.0
2017,40,65-69,1095.0
2017,40,70-74,1354.0
2017,40,75-79,2487.0
2017,40,80-84,2997.0
2017,40,85-89,3009.0
2017,40,90-94,2260.0
2017,40,95+,886.0
2017,40,Insgesamt,16664.0
2017,41,0-29,133.0
2017,41,30-34,50.0
2017,41,35-39,73.0
2017,41,40-44,88.0
2017,41,45-49,196.0
2017,41,50-54,449.0
2017,41,55-59,643.0
2017,41,60-64,905.0
2017,41,65-69,1225.0
2017,41,70-74,1385.0
2017,41,75-79,2617.0
2017,41,80-84,3180.0
2017,41,85-89,3244.0
2017,41,90-94,2333.0
2017,41,95+,949.0
2017,41,Insgesamt,17470.0
2017,42,0-29,149.0
2017,42,30-34,50.0
2017,42,35-39,85.0
2017,42,40-44,100.0
2017,42,45-49,211.0
2017,42,50-54,471.0
2017,42,55-59,659.0
2017,42,60-64,875.0
2017,42,65-69,1215.0
2017,42,70-74,1420.0
2017,42,75-79,2460.0
2017,42,80-84,3104.0
2017,42,85-89,3074.0
2017,42,90-94,2320.0
2017,42,95+,946.0
2017,42,Insgesamt,17139.0
2017,43,0-29,155.0
2017,43,30-34,53.0
2017,43,35-39,73.0
2017,43,40-44,100.0
2017,43,45-49,210.0
2017,43,50-54,423.0
2017,43,55-59,636.0
2017,43,60-64,907.0
2017,43,65-69,1190.0
2017,43,70-74,1389.0
2017,43,75-79,2476.0
2017,43,80-84,3046.0
2017,43,85-89,3171.0
2017,43,90-94,2339.0
2017,43,95+,891.0
2017,43,Insgesamt,17059.0
2017,44,0-29,120.0
2017,44,30-34,41.0
2017,44,35-39,84.0
2017,44,40-44,109.0
2017,44,45-49,184.0
2017,44,50-54,441.0
2017,44,55-59,645.0
2017,44,60-64,886.0
2017,44,65-69,1168.0
2017,44,70-74,1358.0
2017,44,75-79,2486.0
2017,44,80-84,2972.0
2017,44,85-89,3015.0
2017,44,90-94,2330.0
2017,44,95+,923.0
2017,44,Insgesamt,16762.0
2017,45,0-29,145.0
2017,45,30-34,45.0
2017,45,35-39,63.0
2017,45,40-44,93.0
2017,45,45-49,208.0
2017,45,50-54,431.0
2017,45,55-59,656.0
2017,45,60-64,909.0
2017,45,65-69,1214.0
2017,45,70-74,1381.0
2017,45,75-79,2618.0
2017,45,80-84,3103.0
2017,45,85-89,3253.0
2017,45,90-94,2307.0
2017,45,95+,945.0
2017,45,Insgesamt,17371.0
2017,46,0-29,133.0
2017,46,30-34,56.0
2017,46,35-39,82.0
2017,46,40-44,92.0
2017,46,45-49,220.0
2017,46,50-54,474.0
2017,46,55-59,660.0
2017,46,60-64,947.0
2017,46,65-69,1245.0
2017,46,70-74,1384.0
2017,46,75-79,2616.0
2017,46,80-84,3156.0
2017,46,85-89,3218.0
2017,46,90-94,2372.0
2017,46,95+,939.0
2017,46,Insgesamt,17594.0
2017,47,0-29,136.0
2017,47,30-34,52.0
2017,47,35-39,71.0
2017,47,40-44,89.0
2017,47,45-49,233.0
2017,47,50-54,450.0
2017,47,55-59,659.0
2017,47,60-64,914.0
2017,47,65-69,1263.0
2017,47,70-74,1462.0
2017,47,75-79,2460.0
2017,47,80-84,3222.0
2017,47,85-89,3296.0
2017,47,90-94,2374.0
2017,47,95+,995.0
2017,47,Insgesamt,17676.0
2017,48,0-29,132.0
2017,48,30-34,42.0
2017,48,35-39,75.0
2017,48,40-44,108.0
2017,48,45-49,226.0
2017,48,50-54,465.0
2017,48,55-59,657.0
2017,48,60-64,931.0
2017,48,65-69,1279.0
2017,48,70-74,1437.0
2017,48,75-79,2648.0
2017,48,80-84,3227.0
2017,48,85-89,3231.0
2017,48,90-94,2477.0
2017,48,95+,942.0
2017,48,Insgesamt,17877.0
2017,49,0-29,163.0
2017,49,30-34,54.0
2017,49,35-39,71.0
2017,49,40-44,101.0
2017,49,45-49,207.0
2017,49,50-54,465.0
2017,49,55-59,676.0
2017,49,60-64,878.0
2017,49,65-69,1241.0
2017,49,70-74,1507.0
2017,49,75-79,2733.0
2017,49,80-84,3294.0
2017,49,85-89,3455.0
2017,49,90-94,2461.0
2017,49,95+,989.0
2017,49,Insgesamt,18295.0
2017,50,0-29,142.0
2017,50,30-34,47.0
2017,50,35-39,75.0
2017,50,40-44,88.0
2017,50,45-49,215.0
2017,50,50-54,446.0
2017,50,55-59,677.0
2017,50,60-64,935.0
2017,50,65-69,1186.0
2017,50,70-74,1488.0
2017,50,75-79,2779.0
2017,50,80-84,3512.0
2017,50,85-89,3452.0
2017,50,90-94,2434.0
2017,50,95+,1028.0
2017,50,Insgesamt,18504.0
2017,51,0-29,129.0
2017,51,30-34,41.0
2017,51,35-39,65.0
2017,51,40-44,105.0
2017,51,45-49,194.0
2017,51,50-54,419.0
2017,51,55-59,676.0
2017,51,60-64,1013.0
2017,51,65-69,1218.0
2017,51,70-74,1466.0
2017,51,75-79,2746.0
2017,51,80-84,3389.0
2017,51,85-89,3439.0
2017,51,90-94,2540.0
2017,51,95+,1060.0
2017,51,Insgesamt,18500.0
2017,52,0-29,165.0
2017,52,30-34,45.0
2017,52,35-39,85.0
2017,52,40-44,103.0
2017,52,45-49,215.0
2017,52,50-54,419.0
2017,52,55-59,643.0
2017,52,60-64,970.0
2017,52,65-69,1277.0
2017,52,70-74,1439.0
2017,52,75-79,2726.0
2017,52,80-84,3313.0
2017,52,85-89,3554.0
2017,52,90-94,2651.0
2017,52,95+,1047.0
2017,52,Insgesamt,18652.0
2018,1,0-29,159.0
2018,1,30-34,57.0
2018,1,35-39,77.0
2018,1,40-44,112.0
2018,1,45-49,246.0
2018,1,50-54,439.0
2018,1,55-59,728.0
2018,1,60-64,962.0
2018,1,65-69,1290.0
2018,1,70-74,1499.0
2018,1,75-79,2722.0
2018,1,80-84,3482.0
2018,1,85-89,3706.0
2018,1,90-94,2760.0
2018,1,95+,1103.0
2018,1,Insgesamt,19342.0
2018,2,0-29,148.0
2018,2,30-34,66.0
2018,2,35-39,65.0
2018,2,40-44,102.0
2018,2,45-49,233.0
2018,2,50-54,448.0
2018,2,55-59,727.0
2018,2,60-64,985.0
2018,2,65-69,1256.0
2018,2,70-74,1504.0
2018,2,75-79,2731.0
2018,2,80-84,3365.0
2018,2,85-89,3429.0
2018,2,90-94,2617.0
2018,2,95+,1094.0
2018,2,Insgesamt,18770.0
2018,3,0-29,152.0
2018,3,30-34,51.0
2018,3,35-39,63.0
2018,3,40-44,113.0
2018,3,45-49,254.0
2018,3,50-54,479.0
2018,3,55-59,698.0
2018,3,60-64,1002.0
2018,3,65-69,1313.0
2018,3,70-74,1489.0
2018,3,75-79,2887.0
2018,3,80-84,3452.0
2018,3,85-89,3543.0
2018,3,90-94,2601.0
2018,3,95+,1090.0
2018,3,Insgesamt,19187.0
2018,4,0-29,170.0
2018,4,30-34,44.0
2018,4,35-39,73.0
2018,4,40-44,120.0
2018,4,45-49,216.0
2018,4,50-54,420.0
2018,4,55-59,714.0
2018,4,60-64,1005.0
2018,4,65-69,1264.0
2018,4,70-74,1476.0
2018,4,75-79,2816.0
2018,4,80-84,3502.0
2018,4,85-89,3543.0
2018,4,90-94,2719.0
2018,4,95+,1089.0
2018,4,Insgesamt,19171.0
2018,5,0-29,160.0
2018,5,30-34,46.0
2018,5,35-39,60.0
2018,5,40-44,108.0
2018,5,45-49,235.0
2018,5,50-54,455.0
2018,5,55-59,747.0
2018,5,60-64,970.0
2018,5,65-69,1290.0
2018,5,70-74,1555.0
2018,5,75-79,2927.0
2018,5,80-84,3559.0
2018,5,85-89,3624.0
2018,5,90-94,2692.0
2018,5,95+,1130.0
2018,5,Insgesamt,19558.0
2018,6,0-29,172.0
2018,6,30-34,59.0
2018,6,35-39,65.0
2018,6,40-44,122.0
2018,6,45-49,191.0
2018,6,50-54,431.0
2018,6,55-59,725.0
2018,6,60-64,953.0
2018,6,65-69,1293.0
2018,6,70-74,1664.0
2018,6,75-79,3076.0
2018,6,80-84,3714.0
2018,6,85-89,3624.0
2018,6,90-94,2794.0
2018,6,95+,1203.0
2018,6,Insgesamt,20086.0
2018,7,0-29,163.0
2018,7,30-34,55.0
2018,7,35-39,77.0
2018,7,40-44,132.0
2018,7,45-49,236.0
2018,7,50-54,493.0
2018,7,55-59,729.0
2018,7,60-64,1049.0
2018,7,65-69,1426.0
2018,7,70-74,1655.0
2018,7,75-79,3064.0
2018,7,80-84,3852.0
2018,7,85-89,3979.0
2018,7,90-94,3076.0
2018,7,95+,1268.0
2018,7,Insgesamt,21254.0
2018,8,0-29,130.0
2018,8,30-34,44.0
2018,8,35-39,78.0
2018,8,40-44,105.0
2018,8,45-49,269.0
2018,8,50-54,512.0
2018,8,55-59,827.0
2018,8,60-64,1145.0
2018,8,65-69,1499.0
2018,8,70-74,1873.0
2018,8,75-79,3174.0
2018,8,80-84,4113.0
2018,8,85-89,4269.0
2018,8,90-94,3391.0
2018,8,95+,1459.0
2018,8,Insgesamt,22888.0
2018,9,0-29,162.0
2018,9,30-34,58.0
2018,9,35-39,88.0
2018,9,40-44,156.0
2018,9,45-49,262.0
2018,9,50-54,541.0
2018,9,55-59,840.0
2018,9,60-64,1227.0
2018,9,65-69,1620.0
2018,9,70-74,2016.0
2018,9,75-79,3696.0
2018,9,80-84,4635.0
2018,9,85-89,4781.0
2018,9,90-94,3864.0
2018,9,95+,1589.0
2018,9,Insgesamt,25535.0
2018,10,0-29,172.0
2018,10,30-34,61.0
2018,10,35-39,85.0
2018,10,40-44,122.0
2018,10,45-49,276.0
2018,10,50-54,570.0
2018,10,55-59,880.0
2018,10,60-64,1274.0
2018,10,65-69,1729.0
2018,10,70-74,1967.0
2018,10,75-79,3783.0
2018,10,80-84,4888.0
2018,10,85-89,5294.0
2018,10,90-94,3982.0
2018,10,95+,1694.0
2018,10,Insgesamt,26777.0
2018,11,0-29,158.0
2018,11,30-34,60.0
2018,11,35-39,79.0
2018,11,40-44,110.0
2018,11,45-49,242.0
2018,11,50-54,493.0
2018,11,55-59,880.0
2018,11,60-64,1134.0
2018,11,65-69,1557.0
2018,11,70-74,1891.0
2018,11,75-79,3447.0
2018,11,80-84,4592.0
2018,11,85-89,4627.0
2018,11,90-94,3580.0
2018,11,95+,1535.0
2018,11,Insgesamt,24385.0
2018,12,0-29,143.0
2018,12,30-34,41.0
2018,12,35-39,82.0
2018,12,40-44,124.0
2018,12,45-49,243.0
2018,12,50-54,470.0
2018,12,55-59,836.0
2018,12,60-64,1085.0
2018,12,65-69,1499.0
2018,12,70-74,1767.0
2018,12,75-79,3246.0
2018,12,80-84,4063.0
2018,12,85-89,4409.0
2018,12,90-94,3364.0
2018,12,95+,1405.0
2018,12,Insgesamt,22777.0
2018,13,0-29,150.0
2018,13,30-34,49.0
2018,13,35-39,78.0
2018,13,40-44,106.0
2018,13,45-49,209.0
2018,13,50-54,463.0
2018,13,55-59,742.0
2018,13,60-64,991.0
2018,13,65-69,1355.0
2018,13,70-74,1586.0
2018,13,75-79,3076.0
2018,13,80-84,3886.0
2018,13,85-89,3940.0
2018,13,90-94,3048.0
2018,13,95+,1227.0
2018,13,Insgesamt,20906.0
2018,14,0-29,163.0
2018,14,30-34,51.0
2018,14,35-39,74.0
2018,14,40-44,121.0
2018,14,45-49,225.0
2018,14,50-54,447.0
2018,14,55-59,773.0
2018,14,60-64,1057.0
2018,14,65-69,1340.0
2018,14,70-74,1562.0
2018,14,75-79,2851.0
2018,14,80-84,3644.0
2018,14,85-89,3704.0
2018,14,90-94,2865.0
2018,14,95+,1161.0
2018,14,Insgesamt,20038.0
2018,15,0-29,152.0
2018,15,30-34,48.0
2018,15,35-39,76.0
2018,15,40-44,106.0
2018,15,45-49,207.0
2018,15,50-54,455.0
2018,15,55-59,709.0
2018,15,60-64,961.0
2018,15,65-69,1307.0
2018,15,70-74,1537.0
2018,15,75-79,2800.0
2018,15,80-84,3512.0
2018,15,85-89,3567.0
2018,15,90-94,2578.0
2018,15,95+,1150.0
2018,15,Insgesamt,19165.0
2018,16,0-29,154.0
2018,16,30-34,51.0
2018,16,35-39,92.0
2018,16,40-44,90.0
2018,16,45-49,226.0
2018,16,50-54,428.0
2018,16,55-59,737.0
2018,16,60-64,936.0
2018,16,65-69,1266.0
2018,16,70-74,1410.0
2018,16,75-79,2624.0
2018,16,80-84,3301.0
2018,16,85-89,3160.0
2018,16,90-94,2524.0
2018,16,95+,993.0
2018,16,Insgesamt,17992.0
2018,17,0-29,158.0
2018,17,30-34,49.0
2018,17,35-39,60.0
2018,17,40-44,110.0
2018,17,45-49,185.0
2018,17,50-54,437.0
2018,17,55-59,675.0
2018,17,60-64,928.0
2018,17,65-69,1214.0
2018,17,70-74,1380.0
2018,17,75-79,2525.0
2018,17,80-84,3067.0
2018,17,85-89,3129.0
2018,17,90-94,2258.0
2018,17,95+,918.0
2018,17,Insgesamt,17093.0
2018,18,0-29,145.0
2018,18,30-34,40.0
2018,18,35-39,86.0
2018,18,40-44,101.0
2018,18,45-49,208.0
2018,18,50-54,427.0
2018,18,55-59,677.0
2018,18,60-64,899.0
2018,18,65-69,1168.0
2018,18,70-74,1336.0
2018,18,75-79,2499.0
2018,18,80-84,3066.0
2018,18,85-89,3046.0
2018,18,90-94,2151.0
2018,18,95+,940.0
2018,18,Insgesamt,16789.0
2018,19,0-29,141.0
2018,19,30-34,42.0
2018,19,35-39,86.0
2018,19,40-44,135.0
2018,19,45-49,208.0
2018,19,50-54,404.0
2018,19,55-59,674.0
2018,19,60-64,905.0
2018,19,65-69,1211.0
2018,19,70-74,1382.0
2018,19,75-79,2515.0
2018,19,80-84,3159.0
2018,19,85-89,3120.0
2018,19,90-94,2255.0
2018,19,95+,989.0
2018,19,Insgesamt,17226.0
2018,20,0-29,125.0
2018,20,30-34,45.0
2018,20,35-39,67.0
2018,20,40-44,98.0
2018,20,45-49,197.0
2018,20,50-54,398.0
2018,20,55-59,656.0
2018,20,60-64,898.0
2018,20,65-69,1204.0
2018,20,70-74,1324.0
2018,20,75-79,2327.0
2018,20,80-84,3102.0
2018,20,85-89,3000.0
2018,20,90-94,2210.0
2018,20,95+,837.0
2018,20,Insgesamt,16488.0
2018,21,0-29,145.0
2018,21,30-34,66.0
2018,21,35-39,84.0
2018,21,40-44,96.0
2018,21,45-49,200.0
2018,21,50-54,418.0
2018,21,55-59,677.0
2018,21,60-64,896.0
2018,21,65-69,1200.0
2018,21,70-74,1259.0
2018,21,75-79,2357.0
2018,21,80-84,3100.0
2018,21,85-89,2988.0
2018,21,90-94,2178.0
2018,21,95+,849.0
2018,21,Insgesamt,16513.0
2018,22,0-29,134.0
2018,22,30-34,62.0
2018,22,35-39,64.0
2018,22,40-44,88.0
2018,22,45-49,217.0
2018,22,50-54,448.0
2018,22,55-59,665.0
2018,22,60-64,883.0
2018,22,65-69,1165.0
2018,22,70-74,1399.0
2018,22,75-79,2406.0
2018,22,80-84,3127.0
2018,22,85-89,3088.0
2018,22,90-94,2316.0
2018,22,95+,977.0
2018,22,Insgesamt,17039.0
2018,23,0-29,169.0
2018,23,30-34,49.0
2018,23,35-39,71.0
2018,23,40-44,123.0
2018,23,45-49,203.0
2018,23,50-54,437.0
2018,23,55-59,637.0
2018,23,60-64,921.0
2018,23,65-69,1181.0
2018,23,70-74,1288.0
2018,23,75-79,2466.0
2018,23,80-84,3108.0
2018,23,85-89,2925.0
2018,23,90-94,2193.0
2018,23,95+,943.0
2018,23,Insgesamt,16714.0
2018,24,0-29,150.0
2018,24,30-34,50.0
2018,24,35-39,57.0
2018,24,40-44,84.0
2018,24,45-49,194.0
2018,24,50-54,430.0
2018,24,55-59,640.0
2018,24,60-64,888.0
2018,24,65-69,1099.0
2018,24,70-74,1269.0
2018,24,75-79,2305.0
2018,24,80-84,2806.0
2018,24,85-89,2794.0
2018,24,90-94,2041.0
2018,24,95+,775.0
2018,24,Insgesamt,15582.0
2018,25,0-29,158.0
2018,25,30-34,39.0
2018,25,35-39,85.0
2018,25,40-44,92.0
2018,25,45-49,217.0
2018,25,50-54,430.0
2018,25,55-59,630.0
2018,25,60-64,895.0
2018,25,65-69,1097.0
2018,25,70-74,1267.0
2018,25,75-79,2311.0
2018,25,80-84,2938.0
2018,25,85-89,2738.0
2018,25,90-94,2077.0
2018,25,95+,869.0
2018,25,Insgesamt,15843.0
2018,26,0-29,155.0
2018,26,30-34,53.0
2018,26,35-39,82.0
2018,26,40-44,96.0
2018,26,45-49,205.0
2018,26,50-54,425.0
2018,26,55-59,665.0
2018,26,60-64,939.0
2018,26,65-69,1155.0
2018,26,70-74,1341.0
2018,26,75-79,2398.0
2018,26,80-84,3072.0
2018,26,85-89,2905.0
2018,26,90-94,2241.0
2018,26,95+,837.0
2018,26,Insgesamt,16569.0
2018,27,0-29,152.0
2018,27,30-34,55.0
2018,27,35-39,67.0
2018,27,40-44,94.0
2018,27,45-49,199.0
2018,27,50-54,414.0
2018,27,55-59,674.0
2018,27,60-64,895.0
2018,27,65-69,1134.0
2018,27,70-74,1360.0
2018,27,75-79,2383.0
2018,27,80-84,3041.0
2018,27,85-89,2940.0
2018,27,90-94,2339.0
2018,27,95+,875.0
2018,27,Insgesamt,16622.0
2018,28,0-29,150.0
2018,28,30-34,53.0
2018,28,35-39,75.0
2018,28,40-44,120.0
2018,28,45-49,211.0
2018,28,50-54,383.0
2018,28,55-59,654.0
2018,28,60-64,874.0
2018,28,65-69,1225.0
2018,28,70-74,1283.0
2018,28,75-79,2275.0
2018,28,80-84,2899.0
2018,28,85-89,2878.0
2018,28,90-94,2125.0
2018,28,95+,865.0
2018,28,Insgesamt,16070.0
2018,29,0-29,150.0
2018,29,30-34,44.0
2018,29,35-39,74.0
2018,29,40-44,116.0
2018,29,45-49,219.0
2018,29,50-54,391.0
2018,29,55-59,648.0
2018,29,60-64,898.0
2018,29,65-69,1245.0
2018,29,70-74,1353.0
2018,29,75-79,2375.0
2018,29,80-84,2973.0
2018,29,85-89,3005.0
2018,29,90-94,2283.0
2018,29,95+,928.0
2018,29,Insgesamt,16702.0
2018,30,0-29,157.0
2018,30,30-34,72.0
2018,30,35-39,80.0
2018,30,40-44,111.0
2018,30,45-49,223.0
2018,30,50-54,430.0
2018,30,55-59,671.0
2018,30,60-64,955.0
2018,30,65-69,1197.0
2018,30,70-74,1448.0
2018,30,75-79,2617.0
2018,30,80-84,3467.0
2018,30,85-89,3349.0
2018,30,90-94,2513.0
2018,30,95+,1050.0
2018,30,Insgesamt,18340.0
2018,31,0-29,165.0
2018,31,30-34,52.0
2018,31,35-39,89.0
2018,31,40-44,124.0
2018,31,45-49,212.0
2018,31,50-54,487.0
2018,31,55-59,768.0
2018,31,60-64,1006.0
2018,31,65-69,1399.0
2018,31,70-74,1561.0
2018,31,75-79,2868.0
2018,31,80-84,3751.0
2018,31,85-89,3859.0
2018,31,90-94,2842.0
2018,31,95+,1188.0
2018,31,Insgesamt,20371.0
2018,32,0-29,166.0
2018,32,30-34,60.0
2018,32,35-39,72.0
2018,32,40-44,102.0
2018,32,45-49,220.0
2018,32,50-54,441.0
2018,32,55-59,686.0
2018,32,60-64,926.0
2018,32,65-69,1294.0
2018,32,70-74,1442.0
2018,32,75-79,2674.0
2018,32,80-84,3420.0
2018,32,85-89,3403.0
2018,32,90-94,2521.0
2018,32,95+,1051.0
2018,32,Insgesamt,18478.0
2018,33,0-29,153.0
2018,33,30-34,49.0
2018,33,35-39,74.0
2018,33,40-44,108.0
2018,33,45-49,195.0
2018,33,50-54,420.0
2018,33,55-59,628.0
2018,33,60-64,905.0
2018,33,65-69,1186.0
2018,33,70-74,1356.0
2018,33,75-79,2515.0
2018,33,80-84,3088.0
2018,33,85-89,3015.0
2018,33,90-94,2305.0
2018,33,95+,893.0
2018,33,Insgesamt,16890.0
2018,34,0-29,158.0
2018,34,30-34,55.0
2018,34,35-39,74.0
2018,34,40-44,97.0
2018,34,45-49,210.0
2018,34,50-54,393.0
2018,34,55-59,673.0
2018,34,60-64,892.0
2018,34,65-69,1199.0
2018,34,70-74,1282.0
2018,34,75-79,2308.0
2018,34,80-84,3085.0
2018,34,85-89,3043.0
2018,34,90-94,2283.0
2018,34,95+,860.0
2018,34,Insgesamt,16612.0
2018,35,0-29,124.0
2018,35,30-34,38.0
2018,35,35-39,63.0
2018,35,40-44,93.0
2018,35,45-49,208.0
2018,35,50-54,409.0
2018,35,55-59,642.0
2018,35,60-64,866.0
2018,35,65-69,1162.0
2018,35,70-74,1268.0
2018,35,75-79,2262.0
2018,35,80-84,2930.0
2018,35,85-89,2947.0
2018,35,90-94,2116.0
2018,35,95+,872.0
2018,35,Insgesamt,16000.0
2018,36,0-29,134.0
2018,36,30-34,48.0
2018,36,35-39,74.0
2018,36,40-44,90.0
2018,36,45-49,191.0
2018,36,50-54,418.0
2018,36,55-59,654.0
2018,36,60-64,860.0
2018,36,65-69,1200.0
2018,36,70-74,1389.0
2018,36,75-79,2296.0
2018,36,80-84,3090.0
