Year,Week,Age,Value
2016,12,40-44,120.0
2016,12,45-49,245.0
2016,12,50-54,475.0
2016,12,55-59,726.0
2016,12,60-64,1013.0
2016,12,65-69,1186.0
2016,12,70-74,1700.0
2016,12,75-79,2913.0
2016,12,80-84,3223.0
2016,12,85-89,3479.0
2016,12,90-94,2533.0
2016,12,95+,911.0
2016,12,Insgesamt,18826.0
2016,13,0-29,179.0
2016,13,30-34,64.0
2016,13,35-39,78.0
2016,13,40-44,135.0
2016,13,45-49,276.0
2016,13,50-54,464.0
2016,13,55-59,715.0
2016,13,60-64,943.0
2016,13,65-69,1234.0
2016,13,70-74,1668.0
2016,13,75-79,2855.0
2016,13,80-84,3099.0
2016,13,85-89,3458.0
2016,13,90-94,2551.0
2016,13,95+,898.0
2016,13,Insgesamt,18617.0
2016,14,0-29,141.0
2016,14,30-34,48.0
2016,14,35-39,69.0
2016,14,40-44,110.0
2016,14,45-49,248.0
2016,14,50-54,458.0
2016,14,55-59,734.0
2016,14,60-64,943.0
2016,14,65-69,1188.0
2016,14,70-74,1607.0
2016,14,75-79,2792.0
2016,14,80-84,3021.0
2016,14,85-89,3535.0
2016,14,90-94,2435.0
2016,14,95+,915.0
2016,14,Insgesamt,18244.0
2016,15,0-29,135.0
2016,15,30-34,53.0
2016,15,35-39,73.0
2016,15,40-44,93.0
2016,15,45-49,214.0
2016,15,50-54,514.0
2016,15,55-59,695.0
2016,15,60-64,909.0
2016,15,65-69,1160.0
2016,15,70-74,1620.0
2016,15,75-79,2824.0
2016,15,80-84,2872.0
2016,15,85-89,3349.0
2016,15,90-94,2373.0
2016,15,95+,828.0
2016,15,Insgesamt,17712.0
2016,16,0-29,150.0
2016,16,30-34,41.0
2016,16,35-39,77.0
2016,16,40-44,111.0
2016,16,45-49,271.0
2016,16,50-54,437.0
2016,16,55-59,670.0
2016,16,60-64,890.0
2016,16,65-69,1080.0
2016,16,70-74,1505.0
2016,16,75-79,2572.0
2016,16,80-84,2869.0
2016,16,85-89,3149.0
2016,16,90-94,2180.0
2016,16,95+,773.0
2016,16,Insgesamt,16775.0
2016,17,0-29,144.0
2016,17,30-34,49.0
2016,17,35-39,70.0
2016,17,40-44,120.0
2016,17,45-49,242.0
2016,17,50-54,426.0
2016,17,55-59,616.0
2016,17,60-64,948.0
2016,17,65-69,1097.0
2016,17,70-74,1497.0
2016,17,75-79,2622.0
2016,17,80-84,2919.0
2016,17,85-89,3193.0
2016,17,90-94,2299.0
2016,17,95+,811.0
2016,17,Insgesamt,17053.0
2016,18,0-29,163.0
2016,18,30-34,45.0
2016,18,35-39,68.0
2016,18,40-44,111.0
2016,18,45-49,239.0
2016,18,50-54,448.0
2016,18,55-59,669.0
2016,18,60-64,888.0
2016,18,65-69,1131.0
2016,18,70-74,1452.0
2016,18,75-79,2543.0
2016,18,80-84,2909.0
2016,18,85-89,3224.0
2016,18,90-94,2239.0
2016,18,95+,772.0
2016,18,Insgesamt,16901.0
2016,19,0-29,163.0
2016,19,30-34,47.0
2016,19,35-39,96.0
2016,19,40-44,135.0
2016,19,45-49,254.0
2016,19,50-54,478.0
2016,19,55-59,694.0
2016,19,60-64,894.0
2016,19,65-69,1144.0
2016,19,70-74,1538.0
2016,19,75-79,2645.0
2016,19,80-84,3075.0
2016,19,85-89,3222.0
2016,19,90-94,2351.0
2016,19,95+,893.0
2016,19,Insgesamt,17629.0
2016,20,0-29,162.0
2016,20,30-34,44.0
2016,20,35-39,84.0
2016,20,40-44,103.0
2016,20,45-49,225.0
2016,20,50-54,440.0
2016,20,55-59,627.0
2016,20,60-64,841.0
2016,20,65-69,1170.0
2016,20,70-74,1459.0
2016,20,75-79,2484.0
2016,20,80-84,2893.0
2016,20,85-89,3166.0
2016,20,90-94,2137.0
2016,20,95+,766.0
2016,20,Insgesamt,16601.0
2016,21,0-29,158.0
2016,21,30-34,50.0
2016,21,35-39,78.0
2016,21,40-44,103.0
2016,21,45-49,212.0
2016,21,50-54,452.0
2016,21,55-59,618.0
2016,21,60-64,832.0
2016,21,65-69,1151.0
2016,21,70-74,1399.0
2016,21,75-79,2410.0
2016,21,80-84,2818.0
2016,21,85-89,3026.0
2016,21,90-94,2145.0
2016,21,95+,834.0
2016,21,Insgesamt,16286.0
2016,22,0-29,151.0
2016,22,30-34,39.0
2016,22,35-39,68.0
2016,22,40-44,103.0
2016,22,45-49,261.0
2016,22,50-54,440.0
2016,22,55-59,663.0
2016,22,60-64,906.0
2016,22,65-69,1118.0
2016,22,70-74,1346.0
2016,22,75-79,2547.0
2016,22,80-84,2794.0
2016,22,85-89,3022.0
2016,22,90-94,2120.0
2016,22,95+,768.0
2016,22,Insgesamt,16346.0
2016,23,0-29,162.0
2016,23,30-34,59.0
2016,23,35-39,62.0
2016,23,40-44,106.0
2016,23,45-49,247.0
2016,23,50-54,454.0
2016,23,55-59,646.0
2016,23,60-64,843.0
2016,23,65-69,1014.0
2016,23,70-74,1361.0
2016,23,75-79,2474.0
2016,23,80-84,2646.0
2016,23,85-89,2846.0
2016,23,90-94,2108.0
2016,23,95+,771.0
2016,23,Insgesamt,15799.0
2016,24,0-29,144.0
2016,24,30-34,40.0
2016,24,35-39,68.0
2016,24,40-44,91.0
2016,24,45-49,215.0
2016,24,50-54,434.0
2016,24,55-59,620.0
2016,24,60-64,841.0
2016,24,65-69,1037.0
2016,24,70-74,1420.0
2016,24,75-79,2476.0
2016,24,80-84,2664.0
2016,24,85-89,2870.0
2016,24,90-94,2039.0
2016,24,95+,758.0
2016,24,Insgesamt,15717.0
2016,25,0-29,138.0
2016,25,30-34,50.0
2016,25,35-39,79.0
2016,25,40-44,117.0
2016,25,45-49,244.0
2016,25,50-54,482.0
2016,25,55-59,699.0
2016,25,60-64,964.0
2016,25,65-69,1164.0
2016,25,70-74,1532.0
2016,25,75-79,2587.0
2016,25,80-84,2845.0
2016,25,85-89,3121.0
2016,25,90-94,2100.0
2016,25,95+,788.0
2016,25,Insgesamt,16910.0
2016,26,0-29,169.0
2016,26,30-34,57.0
2016,26,35-39,66.0
2016,26,40-44,96.0
2016,26,45-49,242.0
2016,26,50-54,374.0
2016,26,55-59,639.0
2016,26,60-64,830.0
2016,26,65-69,1077.0
2016,26,70-74,1385.0
2016,26,75-79,2424.0
2016,26,80-84,2743.0
2016,26,85-89,2835.0
2016,26,90-94,2042.0
2016,26,95+,720.0
2016,26,Insgesamt,15699.0
2016,27,0-29,166.0
2016,27,30-34,44.0
2016,27,35-39,73.0
2016,27,40-44,123.0
2016,27,45-49,262.0
2016,27,50-54,451.0
2016,27,55-59,685.0
2016,27,60-64,902.0
2016,27,65-69,1092.0
2016,27,70-74,1420.0
2016,27,75-79,2523.0
2016,27,80-84,2684.0
2016,27,85-89,2931.0
2016,27,90-94,2118.0
2016,27,95+,755.0
2016,27,Insgesamt,16229.0
2016,28,0-29,155.0
2016,28,30-34,47.0
2016,28,35-39,74.0
2016,28,40-44,89.0
2016,28,45-49,236.0
2016,28,50-54,417.0
2016,28,55-59,652.0
2016,28,60-64,888.0
2016,28,65-69,1070.0
2016,28,70-74,1399.0
2016,28,75-79,2438.0
2016,28,80-84,2810.0
2016,28,85-89,3051.0
2016,28,90-94,2062.0
2016,28,95+,784.0
2016,28,Insgesamt,16172.0
2016,29,0-29,177.0
2016,29,30-34,52.0
2016,29,35-39,65.0
2016,29,40-44,104.0
2016,29,45-49,266.0
2016,29,50-54,447.0
2016,29,55-59,684.0
2016,29,60-64,898.0
2016,29,65-69,1199.0
2016,29,70-74,1500.0
2016,29,75-79,2513.0
2016,29,80-84,2884.0
2016,29,85-89,3118.0
2016,29,90-94,2265.0
2016,29,95+,813.0
2016,29,Insgesamt,16985.0
2016,30,0-29,154.0
2016,30,30-34,58.0
2016,30,35-39,78.0
2016,30,40-44,101.0
2016,30,45-49,240.0
2016,30,50-54,432.0
2016,30,55-59,605.0
2016,30,60-64,868.0
2016,30,65-69,1140.0
2016,30,70-74,1429.0
2016,30,75-79,2424.0
2016,30,80-84,2745.0
2016,30,85-89,3003.0
2016,30,90-94,2112.0
2016,30,95+,768.0
2016,30,Insgesamt,16157.0
2016,31,0-29,156.0
2016,31,30-34,50.0
2016,31,35-39,63.0
2016,31,40-44,101.0
2016,31,45-49,228.0
2016,31,50-54,413.0
2016,31,55-59,609.0
2016,31,60-64,781.0
2016,31,65-69,1058.0
2016,31,70-74,1376.0
2016,31,75-79,2323.0
2016,31,80-84,2659.0
2016,31,85-89,2904.0
2016,31,90-94,1942.0
2016,31,95+,776.0
2016,31,Insgesamt,15439.0
2016,32,0-29,138.0
2016,32,30-34,59.0
2016,32,35-39,74.0
2016,32,40-44,92.0
2016,32,45-49,219.0
2016,32,50-54,435.0
2016,32,55-59,644.0
2016,32,60-64,851.0
2016,32,65-69,1141.0
2016,32,70-74,1347.0
2016,32,75-79,2365.0
2016,32,80-84,2561.0
2016,32,85-89,2809.0
2016,32,90-94,2006.0
2016,32,95+,746.0
2016,32,Insgesamt,15487.0
2016,33,0-29,138.0
2016,33,30-34,60.0
2016,33,35-39,70.0
2016,33,40-44,102.0
2016,33,45-49,251.0
2016,33,50-54,400.0
2016,33,55-59,676.0
2016,33,60-64,893.0
2016,33,65-69,1115.0
2016,33,70-74,1357.0
2016,33,75-79,2440.0
2016,33,80-84,2804.0
2016,33,85-89,2998.0
2016,33,90-94,2163.0
2016,33,95+,791.0
2016,33,Insgesamt,16258.0
2016,34,0-29,165.0
2016,34,30-34,53.0
2016,34,35-39,71.0
2016,34,40-44,125.0
2016,34,45-49,221.0
2016,34,50-54,439.0
2016,34,55-59,647.0
2016,34,60-64,933.0
2016,34,65-69,1145.0
2016,34,70-74,1418.0
2016,34,75-79,2633.0
2016,34,80-84,2996.0
2016,34,85-89,3263.0
2016,34,90-94,2211.0
2016,34,95+,827.0
2016,34,Insgesamt,17147.0
2016,35,0-29,176.0
2016,35,30-34,41.0
2016,35,35-39,64.0
2016,35,40-44,110.0
2016,35,45-49,221.0
2016,35,50-54,443.0
2016,35,55-59,625.0
2016,35,60-64,858.0
2016,35,65-69,1121.0
2016,35,70-74,1431.0
2016,35,75-79,2506.0
2016,35,80-84,2812.0
2016,35,85-89,2809.0
2016,35,90-94,2094.0
2016,35,95+,790.0
2016,35,Insgesamt,16101.0
2016,36,0-29,161.0
2016,36,30-34,52.0
2016,36,35-39,74.0
2016,36,40-44,108.0
2016,36,45-49,242.0
2016,36,50-54,448.0
2016,36,55-59,644.0
2016,36,60-64,850.0
2016,36,65-69,1092.0
2016,36,70-74,1336.0
2016,36,75-79,2425.0
2016,36,80-84,2766.0
2016,36,85-89,3074.0
2016,36,90-94,2057.0
2016,36,95+,787.0
2016,36,Insgesamt,16116.0
2016,37,0-29,166.0
2016,37,30-34,46.0
2016,37,35-39,79.0
2016,37,40-44,114.0
2016,37,45-49,246.0
2016,37,50-54,402.0
2016,37,55-59,662.0
2016,37,60-64,856.0
2016,37,65-69,1130.0
2016,37,70-74,1360.0
2016,37,75-79,2467.0
2016,37,80-84,2812.0
2016,37,85-89,3130.0
2016,37,90-94,2118.0
2016,37,95+,784.0
2016,37,Insgesamt,16372.0
2016,38,0-29,153.0
2016,38,30-34,45.0
2016,38,35-39,65.0
2016,38,40-44,104.0
2016,38,45-49,235.0
2016,38,50-54,385.0
2016,38,55-59,626.0
2016,38,60-64,801.0
2016,38,65-69,1109.0
2016,38,70-74,1373.0
2016,38,75-79,2357.0
2016,38,80-84,2611.0
2016,38,85-89,2850.0
2016,38,90-94,2135.0
2016,38,95+,757.0
2016,38,Insgesamt,15606.0
2016,39,0-29,161.0
2016,39,30-34,48.0
2016,39,35-39,56.0
2016,39,40-44,120.0
2016,39,45-49,235.0
2016,39,50-54,419.0
2016,39,55-59,689.0
2016,39,60-64,843.0
2016,39,65-69,1138.0
2016,39,70-74,1337.0
2016,39,75-79,2507.0
2016,39,80-84,2777.0
2016,39,85-89,3099.0
2016,39,90-94,2137.0
2016,39,95+,770.0
2016,39,Insgesamt,16336.0
2016,40,0-29,156.0
2016,40,30-34,53.0
2016,40,35-39,60.0
2016,40,40-44,98.0
2016,40,45-49,260.0
2016,40,50-54,453.0
2016,40,55-59,695.0
2016,40,60-64,853.0
2016,40,65-69,1127.0
2016,40,70-74,1371.0
2016,40,75-79,2502.0
2016,40,80-84,2774.0
2016,40,85-89,2982.0
2016,40,90-94,2148.0
2016,40,95+,820.0
2016,40,Insgesamt,16352.0
2016,41,0-29,192.0
2016,41,30-34,48.0
2016,41,35-39,59.0
2016,41,40-44,106.0
2016,41,45-49,260.0
2016,41,50-54,426.0
2016,41,55-59,681.0
2016,41,60-64,882.0
2016,41,65-69,1190.0
2016,41,70-74,1456.0
2016,41,75-79,2618.0
2016,41,80-84,3000.0
2016,41,85-89,3272.0
2016,41,90-94,2350.0
2016,41,95+,887.0
2016,41,Insgesamt,17427.0
2016,42,0-29,149.0
2016,42,30-34,61.0
2016,42,35-39,76.0
2016,42,40-44,112.0
2016,42,45-49,206.0
2016,42,50-54,467.0
2016,42,55-59,668.0
2016,42,60-64,880.0
2016,42,65-69,1158.0
2016,42,70-74,1482.0
2016,42,75-79,2705.0
2016,42,80-84,3049.0
2016,42,85-89,3329.0
2016,42,90-94,2371.0
2016,42,95+,886.0
2016,42,Insgesamt,17599.0
2016,43,0-29,126.0
2016,43,30-34,66.0
2016,43,35-39,69.0
2016,43,40-44,114.0
2016,43,45-49,226.0
2016,43,50-54,436.0
2016,43,55-59,713.0
2016,43,60-64,905.0
2016,43,65-69,1200.0
2016,43,70-74,1407.0
2016,43,75-79,2673.0
2016,43,80-84,3082.0
2016,43,85-89,3309.0
2016,43,90-94,2391.0
2016,43,95+,869.0
2016,43,Insgesamt,17586.0
2016,44,0-29,156.0
2016,44,30-34,58.0
2016,44,35-39,84.0
2016,44,40-44,119.0
2016,44,45-49,241.0
2016,44,50-54,442.0
2016,44,55-59,649.0
2016,44,60-64,911.0
2016,44,65-69,1134.0
2016,44,70-74,1494.0
2016,44,75-79,2625.0
2016,44,80-84,3127.0
2016,44,85-89,3203.0
2016,44,90-94,2413.0
2016,44,95+,924.0
2016,44,Insgesamt,17580.0
2016,45,0-29,161.0
2016,45,30-34,52.0
2016,45,35-39,53.0
2016,45,40-44,109.0
2016,45,45-49,227.0
2016,45,50-54,465.0
2016,45,55-59,668.0
2016,45,60-64,933.0
2016,45,65-69,1228.0
2016,45,70-74,1425.0
2016,45,75-79,2699.0
2016,45,80-84,3041.0
2016,45,85-89,3381.0
2016,45,90-94,2406.0
2016,45,95+,934.0
2016,45,Insgesamt,17782.0
2016,46,0-29,182.0
2016,46,30-34,51.0
2016,46,35-39,72.0
2016,46,40-44,104.0
2016,46,45-49,232.0
2016,46,50-54,422.0
2016,46,55-59,695.0
2016,46,60-64,945.0
2016,46,65-69,1196.0
2016,46,70-74,1526.0
2016,46,75-79,2845.0
2016,46,80-84,3268.0
2016,46,85-89,3582.0
2016,46,90-94,2540.0
2016,46,95+,931.0
2016,46,Insgesamt,18591.0
2016,47,0-29,150.0
2016,47,30-34,40.0
2016,47,35-39,70.0
2016,47,40-44,131.0
2016,47,45-49,239.0
2016,47,50-54,412.0
2016,47,55-59,656.0
2016,47,60-64,884.0
2016,47,65-69,1113.0
2016,47,70-74,1467.0
2016,47,75-79,2745.0
2016,47,80-84,3146.0
2016,47,85-89,3422.0
2016,47,90-94,2452.0
2016,47,95+,984.0
2016,47,Insgesamt,17911.0
2016,48,0-29,149.0
2016,48,30-34,47.0
2016,48,35-39,88.0
2016,48,40-44,107.0
2016,48,45-49,247.0
2016,48,50-54,488.0
2016,48,55-59,732.0
2016,48,60-64,900.0
2016,48,65-69,1210.0
2016,48,70-74,1441.0
2016,48,75-79,2707.0
2016,48,80-84,3197.0
2016,48,85-89,3487.0
2016,48,90-94,2436.0
2016,48,95+,910.0
2016,48,Insgesamt,18146.0
2016,49,0-29,149.0
2016,49,30-34,54.0
2016,49,35-39,73.0
2016,49,40-44,137.0
2016,49,45-49,217.0
2016,49,50-54,457.0
2016,49,55-59,721.0
2016,49,60-64,916.0
2016,49,65-69,1210.0
2016,49,70-74,1560.0
2016,49,75-79,2859.0
2016,49,80-84,3261.0
2016,49,85-89,3625.0
2016,49,90-94,2623.0
2016,49,95+,931.0
2016,49,Insgesamt,18793.0
2016,50,0-29,166.0
2016,50,30-34,45.0
2016,50,35-39,77.0
2016,50,40-44,110.0
2016,50,45-49,246.0
2016,50,50-54,442.0
2016,50,55-59,645.0
2016,50,60-64,933.0
2016,50,65-69,1248.0
2016,50,70-74,1564.0
2016,50,75-79,2901.0
2016,50,80-84,3252.0
2016,50,85-89,3609.0
2016,50,90-94,2613.0
2016,50,95+,1034.0
2016,50,Insgesamt,18885.0
2016,51,0-29,149.0
2016,51,30-34,42.0
2016,51,35-39,71.0
2016,51,40-44,105.0
2016,51,45-49,271.0
2016,51,50-54,452.0
2016,51,55-59,673.0
2016,51,60-64,974.0
2016,51,65-69,1286.0
2016,51,70-74,1553.0
2016,51,75-79,2995.0
2016,51,80-84,3463.0
2016,51,85-89,3649.0
2016,51,90-94,2665.0
2016,51,95+,1028.0
2016,51,Insgesamt,19376.0
2016,52,0-29,157.0
2016,52,30-34,50.0
2016,52,35-39,69.0
2016,52,40-44,106.0
2016,52,45-49,245.0
2016,52,50-54,435.0
2016,52,55-59,677.0
2016,52,60-64,934.0
2016,52,65-69,1284.0
2016,52,70-74,1643.0
2016,52,75-79,2915.0
2016,52,80-84,3460.0
2016,52,85-89,3802.0
2016,52,90-94,2884.0
2016,52,95+,1083.0
2016,52,Insgesamt,19744.0
2017,1,0-29,166.0
2017,1,30-34,41.0
2017,1,35-39,75.0
2017,1,40-44,124.0
2017,1,45-49,260.0
2017,1,50-54,468.0
2017,1,55-59,775.0
2017,1,60-64,1000.0
2017,1,65-69,1294.0
2017,1,70-74,1626.0
2017,1,75-79,3119.0
2017,1,80-84,3646.0
2017,1,85-89,4068.0
2017,1,90-94,3070.0
2017,1,95+,1186.0
2017,1,Insgesamt,20918.0
2017,2,0-29,171.0
2017,2,30-34,64.0
2017,2,35-39,66.0
2017,2,40-44,118.0
2017,2,45-49,245.0
2017,2,50-54,493.0
2017,2,55-59,739.0
2017,2,60-64,1020.0
2017,2,65-69,1375.0
2017,2,70-74,1754.0
2017,2,75-79,3227.0
2017,2,80-84,3873.0
2017,2,85-89,4289.0
2017,2,90-94,3392.0
2017,2,95+,1244.0
2017,2,Insgesamt,22070.0
2017,3,0-29,157.0
2017,3,30-34,47.0
2017,3,35-39,67.0
2017,3,40-44,85.0
2017,3,45-49,251.0
2017,3,50-54,460.0
2017,3,55-59,756.0
2017,3,60-64,1021.0
2017,3,65-69,1333.0
2017,3,70-74,1697.0
2017,3,75-79,3156.0
2017,3,80-84,3652.0
2017,3,85-89,4116.0
2017,3,90-94,3147.0
2017,3,95+,1291.0
2017,3,Insgesamt,21236.0
2017,4,0-29,170.0
2017,4,30-34,57.0
2017,4,35-39,63.0
2017,4,40-44,109.0
2017,4,45-49,227.0
2017,4,50-54,442.0
2017,4,55-59,717.0
2017,4,60-64,1054.0
2017,4,65-69,1260.0
2017,4,70-74,1742.0
2017,4,75-79,3226.0
2017,4,80-84,3959.0
2017,4,85-89,4405.0
2017,4,90-94,3286.0
2017,4,95+,1366.0
2017,4,Insgesamt,22083.0
2017,5,0-29,156.0
2017,5,30-34,44.0
2017,5,35-39,54.0
2017,5,40-44,110.0
2017,5,45-49,245.0
2017,5,50-54,493.0
2017,5,55-59,839.0
2017,5,60-64,992.0
2017,5,65-69,1458.0
2017,5,70-74,1848.0
2017,5,75-79,3493.0
2017,5,80-84,4102.0
2017,5,85-89,4710.0
2017,5,90-94,3675.0
2017,5,95+,1421.0
2017,5,Insgesamt,23640.0
2017,6,0-29,148.0
2017,6,30-34,50.0
2017,6,35-39,92.0
2017,6,40-44,102.0
2017,6,45-49,261.0
2017,6,50-54,498.0
2017,6,55-59,725.0
2017,6,60-64,1027.0
2017,6,65-69,1347.0
2017,6,70-74,1781.0
2017,6,75-79,3343.0
2017,6,80-84,4046.0
2017,6,85-89,4545.0
2017,6,90-94,3400.0
2017,6,95+,1379.0
2017,6,Insgesamt,22744.0
2017,7,0-29,154.0
2017,7,30-34,45.0
2017,7,35-39,84.0
2017,7,40-44,132.0
2017,7,45-49,228.0
2017,7,50-54,490.0
2017,7,55-59,751.0
2017,7,60-64,1051.0
2017,7,65-69,1277.0
2017,7,70-74,1758.0
2017,7,75-79,3436.0
2017,7,80-84,4026.0
2017,7,85-89,4418.0
2017,7,90-94,3513.0
2017,7,95+,1320.0
2017,7,Insgesamt,22683.0
2017,8,0-29,175.0
2017,8,30-34,59.0
2017,8,35-39,85.0
2017,8,40-44,126.0
2017,8,45-49,244.0
2017,8,50-54,432.0
2017,8,55-59,739.0
2017,8,60-64,1020.0
2017,8,65-69,1381.0
2017,8,70-74,1759.0
2017,8,75-79,3220.0
2017,8,80-84,3888.0
2017,8,85-89,4466.0
2017,8,90-94,3371.0
2017,8,95+,1301.0
2017,8,Insgesamt,22266.0
2017,9,0-29,154.0
2017,9,30-34,63.0
2017,9,35-39,61.0
2017,9,40-44,105.0
2017,9,45-49,291.0
2017,9,50-54,438.0
2017,9,55-59,706.0
2017,9,60-64,938.0
2017,9,65-69,1312.0
2017,9,70-74,1612.0
2017,9,75-79,3099.0
2017,9,80-84,3780.0
2017,9,85-89,4048.0
2017,9,90-94,3018.0
2017,9,95+,1305.0
2017,9,Insgesamt,20930.0
2017,10,0-29,156.0
2017,10,30-34,56.0
2017,10,35-39,81.0
2017,10,40-44,101.0
2017,10,45-49,230.0
2017,10,50-54,472.0
2017,10,55-59,696.0
2017,10,60-64,897.0
2017,10,65-69,1243.0
2017,10,70-74,1566.0
2017,10,75-79,2799.0
2017,10,80-84,3348.0
2017,10,85-89,3678.0
2017,10,90-94,2658.0
2017,10,95+,1121.0
2017,10,Insgesamt,19102.0
2017,11,0-29,169.0
2017,11,30-34,51.0
2017,11,35-39,67.0
2017,11,40-44,114.0
2017,11,45-49,233.0
2017,11,50-54,434.0
2017,11,55-59,700.0
2017,11,60-64,943.0
2017,11,65-69,1206.0
2017,11,70-74,1486.0
2017,11,75-79,2872.0
2017,11,80-84,3283.0
2017,11,85-89,3417.0
2017,11,90-94,2680.0
2017,11,95+,1010.0
2017,11,Insgesamt,18665.0
2017,12,0-29,137.0
2017,12,30-34,57.0
2017,12,35-39,63.0
2017,12,40-44,94.0
2017,12,45-49,240.0
2017,12,50-54,433.0
2017,12,55-59,685.0
2017,12,60-64,887.0
2017,12,65-69,1189.0
2017,12,70-74,1406.0
2017,12,75-79,2705.0
2017,12,80-84,3105.0
2017,12,85-89,3316.0
2017,12,90-94,2371.0
2017,12,95+,952.0
2017,12,Insgesamt,17640.0
2017,13,0-29,145.0
2017,13,30-34,51.0
2017,13,35-39,79.0
2017,13,40-44,87.0
2017,13,45-49,231.0
2017,13,50-54,455.0
2017,13,55-59,669.0
2017,13,60-64,838.0
2017,13,65-69,1197.0
2017,13,70-74,1400.0
2017,13,75-79,2739.0
2017,13,80-84,3145.0
2017,13,85-89,3379.0
2017,13,90-94,2388.0
2017,13,95+,928.0
2017,13,Insgesamt,17731.0
2017,14,0-29,152.0
2017,14,30-34,56.0
2017,14,35-39,66.0
2017,14,40-44,79.0
2017,14,45-49,220.0
2017,14,50-54,430.0
2017,14,55-59,655.0
2017,14,60-64,879.0
2017,14,65-69,1160.0
2017,14,70-74,1442.0
2017,14,75-79,2585.0
2017,14,80-84,2943.0
2017,14,85-89,3191.0
2017,14,90-94,2298.0
2017,14,95+,872.0
2017,14,Insgesamt,17028.0
2017,15,0-29,138.0
2017,15,30-34,63.0
2017,15,35-39,70.0
2017,15,40-44,102.0
2017,15,45-49,249.0
2017,15,50-54,398.0
2017,15,55-59,701.0
2017,15,60-64,906.0
2017,15,65-69,1109.0
2017,15,70-74,1379.0
2017,15,75-79,2582.0
2017,15,80-84,2994.0
2017,15,85-89,3081.0
2017,15,90-94,2229.0
2017,15,95+,900.0
2017,15,Insgesamt,16901.0
2017,16,0-29,166.0
2017,16,30-34,56.0
2017,16,35-39,62.0
2017,16,40-44,85.0
2017,16,45-49,213.0
2017,16,50-54,405.0
2017,16,55-59,653.0
2017,16,60-64,851.0
2017,16,65-69,1104.0
2017,16,70-74,1434.0
2017,16,75-79,2584.0
2017,16,80-84,2872.0
2017,16,85-89,3067.0
2017,16,90-94,2284.0
2017,16,95+,801.0
2017,16,Insgesamt,16637.0
2017,17,0-29,148.0
2017,17,30-34,59.0
2017,17,35-39,68.0
2017,17,40-44,112.0
2017,17,45-49,254.0
2017,17,50-54,439.0
2017,17,55-59,687.0
2017,17,60-64,1010.0
2017,17,65-69,1125.0
2017,17,70-74,1561.0
2017,17,75-79,2609.0
2017,17,80-84,3099.0
2017,17,85-89,3193.0
2017,17,90-94,2354.0
2017,17,95+,916.0
2017,17,Insgesamt,17634.0
2017,18,0-29,151.0
2017,18,30-34,44.0
2017,18,35-39,78.0
2017,18,40-44,119.0
2017,18,45-49,243.0
2017,18,50-54,454.0
2017,18,55-59,639.0
2017,18,60-64,924.0
2017,18,65-69,1205.0
2017,18,70-74,1383.0
2017,18,75-79,2595.0
2017,18,80-84,2955.0
2017,18,85-89,3162.0
2017,18,90-94,2283.0
2017,18,95+,894.0
2017,18,Insgesamt,17129.0
2017,19,0-29,128.0
2017,19,30-34,61.0
2017,19,35-39,95.0
2017,19,40-44,114.0
2017,19,45-49,223.0
2017,19,50-54,431.0
2017,19,55-59,669.0
2017,19,60-64,934.0
2017,19,65-69,1180.0
2017,19,70-74,1439.0
2017,19,75-79,2658.0
2017,19,80-84,3084.0
2017,19,85-89,3118.0
2017,19,90-94,2323.0
2017,19,95+,886.0
2017,19,Insgesamt,17343.0
2017,20,0-29,156.0
2017,20,30-34,51.0
2017,20,35-39,71.0
2017,20,40-44,99.0
2017,20,45-49,231.0
2017,20,50-54,460.0
2017,20,55-59,658.0
2017,20,60-64,866.0
2017,20,65-69,1195.0
2017,20,70-74,1383.0
2017,20,75-79,2539.0
2017,20,80-84,3026.0
2017,20,85-89,3228.0
2017,20,90-94,2257.0
2017,20,95+,859.0
2017,20,Insgesamt,17079.0
2017,21,0-29,160.0
2017,21,30-34,62.0
2017,21,35-39,82.0
2017,21,40-44,98.0
2017,21,45-49,203.0
2017,21,50-54,459.0
2017,21,55-59,630.0
2017,21,60-64,873.0
2017,21,65-69,1164.0
2017,21,70-74,1342.0
2017,21,75-79,2449.0
2017,21,80-84,2947.0
2017,21,85-89,3005.0
2017,21,90-94,2117.0
2017,21,95+,860.0
2017,21,Insgesamt,16451.0
2017,22,0-29,140.0
2017,22,30-34,52.0
2017,22,35-39,80.0
2017,22,40-44,100.0
2017,22,45-49,225.0
2017,22,50-54,452.0
2017,22,55-59,675.0
2017,22,60-64,894.0
2017,22,65-69,1128.0
2017,22,70-74,1403.0
2017,22,75-79,2559.0
2017,22,80-84,2999.0
2017,22,85-89,3097.0
2017,22,90-94,2216.0
2017,22,95+,882.0
2017,22,Insgesamt,16902.0
2017,23,0-29,161.0
2017,23,30-34,62.0
2017,23,35-39,69.0
2017,23,40-44,94.0
2017,23,45-49,232.0
2017,23,50-54,435.0
2017,23,55-59,666.0
2017,23,60-64,866.0
2017,23,65-69,1097.0
2017,23,70-74,1283.0
2017,23,75-79,2331.0
2017,23,80-84,2795.0
2017,23,85-89,2885.0
2017,23,90-94,2031.0
2017,23,95+,839.0
2017,23,Insgesamt,15846.0
2017,24,0-29,142.0
2017,24,30-34,50.0
2017,24,35-39,66.0
2017,24,40-44,114.0
2017,24,45-49,216.0
2017,24,50-54,419.0
2017,24,55-59,662.0
2017,24,60-64,849.0
